base_id,original_url,base_url,status,resolved_url,extension,file_type,content_type,content_length,notes
EFTA01682131,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01682131.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01682131,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01682131.pdf,pdf,pdf,application/pdf,4670,confirmed
EFTA01683337,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683337.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683337,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683337.mp4,mp4,video,video/mp4,3645310,confirmed
EFTA01683338,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683338.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683338,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683338.mp4,mp4,video,video/mp4,6768486,confirmed
EFTA01683339,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683339.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683339,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683339.mp4,mp4,video,video/mp4,2396173,confirmed
EFTA01683340,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683340.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683340,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683340.mp4,mp4,video,video/mp4,8542169,confirmed
EFTA01683343,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683343.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683343,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683343.mp4,mp4,video,video/mp4,91544,confirmed
EFTA01683345,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683345.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683345,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683345.mp4,mp4,video,video/mp4,4676168,confirmed
EFTA01683348,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683348.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683348,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683348.mp4,mp4,video,video/mp4,169040,confirmed
EFTA01683349,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683349.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683349,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683349.mp4,mp4,video,video/mp4,675829,confirmed
EFTA01683351,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683351.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683351,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683351.mp4,mp4,video,video/mp4,156303,confirmed
EFTA01683353,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683353.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683353,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683353.mp4,mp4,video,video/mp4,2553049,confirmed
EFTA01683355,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683355.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683355,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683355.mp4,mp4,video,video/mp4,3523347,confirmed
EFTA01683356,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683356.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683356,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683356.mp4,mp4,video,video/mp4,2339892,confirmed
EFTA01683359,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683359.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683359,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683359.mp4,mp4,video,video/mp4,846467,confirmed
EFTA01683360,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683360.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683360,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683360.mp4,mp4,video,video/mp4,537083,confirmed
EFTA01683361,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683361.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683361,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683361.mp4,mp4,video,video/mp4,612218,confirmed
EFTA01683363,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683363.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683363,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683363.mp4,mp4,video,video/mp4,926291,confirmed
EFTA01683364,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683364.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683364,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683364.mp4,mp4,video,video/mp4,985816,confirmed
EFTA01683366,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683366.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683366,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683366.mp4,mp4,video,video/mp4,934652,confirmed
EFTA01683367,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683367.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683367,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683367.mp4,mp4,video,video/mp4,890297,confirmed
EFTA01683369,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683369.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683369,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683369.mp4,mp4,video,video/mp4,2020758,confirmed
EFTA01683371,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683371.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683371,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683371.mp4,mp4,video,video/mp4,1050863,confirmed
EFTA01683374,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683374.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683374,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683374.mp4,mp4,video,video/mp4,2464959,confirmed
EFTA01683375,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683375.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683375,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683375.mp4,mp4,video,video/mp4,960431,confirmed
EFTA01683376,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683376.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683376,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683376.mp4,mp4,video,video/mp4,1205095,confirmed
EFTA01683378,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683378.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683378,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683378.mp4,mp4,video,video/mp4,652533,confirmed
EFTA01683379,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683379.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683379,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683379.mp4,mp4,video,video/mp4,6031805,confirmed
EFTA01683380,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683380.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683380,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683380.mp4,mp4,video,video/mp4,3329478,confirmed
EFTA01683381,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683381.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683381,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683381.mp4,mp4,video,video/mp4,456341,confirmed
EFTA01683382,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683382.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683382,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683382.mp4,mp4,video,video/mp4,2348894,confirmed
EFTA01683383,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683383.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683383,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683383.mp4,mp4,video,video/mp4,257992,confirmed
EFTA01683384,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683384.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683384,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683384.mp4,mp4,video,video/mp4,734772,confirmed
EFTA01683386,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683386.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683386,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683386.mp4,mp4,video,video/mp4,4245700,confirmed
EFTA01683388,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683388.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683388,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683388.mp4,mp4,video,video/mp4,809808,confirmed
EFTA01683389,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683389.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683389,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683389.mp4,mp4,video,video/mp4,361832,confirmed
EFTA01683391,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683391.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683391,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683391.mp4,mp4,video,video/mp4,4504708,confirmed
EFTA01683393,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683393.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683393,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683393.mp4,mp4,video,video/mp4,772465,confirmed
EFTA01683394,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683394.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683394,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683394.mp4,mp4,video,video/mp4,11043815,confirmed
EFTA01683396,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683396.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683396,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683396.mp4,mp4,video,video/mp4,714630,confirmed
EFTA01683397,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683397.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683397,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683397.mp4,mp4,video,video/mp4,1070299,confirmed
EFTA01683398,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683398.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683398,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683398.mp4,mp4,video,video/mp4,313984,confirmed
EFTA01683399,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683399.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683399,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683399.mp4,mp4,video,video/mp4,825515,confirmed
EFTA01683400,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683400.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683400,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683400.mp4,mp4,video,video/mp4,3800759,confirmed
EFTA01683403,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683403.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683403,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683403.mp4,mp4,video,video/mp4,272722,confirmed
EFTA01683404,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683404.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683404,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683404.mp4,mp4,video,video/mp4,188492,confirmed
EFTA01683405,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683405.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683405,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683405.mp4,mp4,video,video/mp4,369854,confirmed
EFTA01683406,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683406.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683406,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683406.mp4,mp4,video,video/mp4,144487,confirmed
EFTA01683409,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683409.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683409,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683409.mp4,mp4,video,video/mp4,551074,confirmed
EFTA01683411,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683411.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683411,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683411.mp4,mp4,video,video/mp4,510246,confirmed
EFTA01683415,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683415.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683415,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683415.mp4,mp4,video,video/mp4,756389,confirmed
EFTA01683417,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683417.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683417,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683417.mp4,mp4,video,video/mp4,5262305,confirmed
EFTA01683421,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683421.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683421,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683421.mp4,mp4,video,video/mp4,806334,confirmed
EFTA01683423,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683423.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683423,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683423.mp4,mp4,video,video/mp4,9546545,confirmed
EFTA01683425,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683425.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683425,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683425.mp4,mp4,video,video/mp4,953203,confirmed
EFTA01683428,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683428.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683428,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683428.mp4,mp4,video,video/mp4,1326564,confirmed
EFTA01683433,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683433.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683433,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683433.mp4,mp4,video,video/mp4,750515,confirmed
EFTA01683434,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683434.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683434,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683434.mp4,mp4,video,video/mp4,757788,confirmed
EFTA01683435,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683435.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683435,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683435.mp4,mp4,video,video/mp4,625596,confirmed
EFTA01683438,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683438.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683438,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683438.mp4,mp4,video,video/mp4,64112,confirmed
EFTA01683440,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683440.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683440,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683440.mp4,mp4,video,video/mp4,426185,confirmed
EFTA01683441,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683441.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683441,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683441.mp4,mp4,video,video/mp4,609981,confirmed
EFTA01683443,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683443.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683443,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683443.mp4,mp4,video,video/mp4,911002,confirmed
EFTA01683447,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683447.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683447,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683447.mp4,mp4,video,video/mp4,971332,confirmed
EFTA01683449,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683449.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683449,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683449.mp4,mp4,video,video/mp4,473316,confirmed
EFTA01683450,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683450.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683450,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683450.mp4,mp4,video,video/mp4,2662851,confirmed
EFTA01683451,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683451.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683451,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683451.mp4,mp4,video,video/mp4,746445,confirmed
EFTA01683453,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683453.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683453,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683453.mp4,mp4,video,video/mp4,593471,confirmed
EFTA01683456,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683456.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683456,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683456.mp4,mp4,video,video/mp4,2627617,confirmed
EFTA01683457,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683457.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683457,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683457.mp4,mp4,video,video/mp4,9657614,confirmed
EFTA01683461,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683461.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683461,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683461.mp4,mp4,video,video/mp4,1479525,confirmed
EFTA01683463,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683463.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683463,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683463.mp4,mp4,video,video/mp4,839809,confirmed
EFTA01683465,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683465.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683465,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683465.mp4,mp4,video,video/mp4,230387,confirmed
EFTA01683466,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683466.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683466,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683466.mp4,mp4,video,video/mp4,300352,confirmed
EFTA01683467,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683467.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683467,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683467.mp4,mp4,video,video/mp4,546470,confirmed
EFTA01683468,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683468.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683468,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683468.mp4,mp4,video,video/mp4,3313495,confirmed
EFTA01683469,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683469.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683469,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683469.mp4,mp4,video,video/mp4,2405139,confirmed
EFTA01683470,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683470.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683470,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683470.mp4,mp4,video,video/mp4,326875,confirmed
EFTA01683472,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683472.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683472,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683472.mp4,mp4,video,video/mp4,723826,confirmed
EFTA01683475,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683475.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683475,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683475.mp4,mp4,video,video/mp4,839077,confirmed
EFTA01683477,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683477.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683477,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683477.mp4,mp4,video,video/mp4,1067849,confirmed
EFTA01683478,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683478.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683478,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683478.mp4,mp4,video,video/mp4,354701,confirmed
EFTA01683479,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683479.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683479,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683479.mp4,mp4,video,video/mp4,1141621,confirmed
EFTA01683482,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683482.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683482,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683482.mov,mov,video,video/quicktime,2472654,confirmed
EFTA01683484,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683484.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683484,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683484.mp4,mp4,video,video/mp4,1101047,confirmed
EFTA01683486,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683486.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683486,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683486.mp4,mp4,video,video/mp4,755267,confirmed
EFTA01683488,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683488.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683488,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683488.mp4,mp4,video,video/mp4,959578,confirmed
EFTA01683489,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683489.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683489,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683489.mp4,mp4,video,video/mp4,212210,confirmed
EFTA01683491,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683491.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683491,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683491.mp4,mp4,video,video/mp4,4892615,confirmed
EFTA01683492,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683492.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683492,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683492.mp4,mp4,video,video/mp4,482372,confirmed
EFTA01683495,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683495.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683495,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683495.mp4,mp4,video,video/mp4,763810,confirmed
EFTA01683497,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683497.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683497,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683497.mp4,mp4,video,video/mp4,1534549,confirmed
EFTA01683501,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683501.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683501,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683501.mp4,mp4,video,video/mp4,2159689,confirmed
EFTA01683503,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683503.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683503,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683503.mp4,mp4,video,video/mp4,29518,confirmed
EFTA01683505,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683505.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683505,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683505.mp4,mp4,video,video/mp4,1422441,confirmed
EFTA01683506,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683506.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683506,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683506.mp4,mp4,video,video/mp4,2095328,confirmed
EFTA01683507,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683507.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683507,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683507.mp4,mp4,video,video/mp4,507577,confirmed
EFTA01683508,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683508.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683508,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683508.mp4,mp4,video,video/mp4,3533838,confirmed
EFTA01683510,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683510.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683510,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683510.mp4,mp4,video,video/mp4,14534595,confirmed
EFTA01683512,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683512.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683512,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683512.mp4,mp4,video,video/mp4,212850,confirmed
EFTA01683515,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683515.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683515,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683515.mp4,mp4,video,video/mp4,3839174,confirmed
EFTA01683520,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683520.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683520,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683520.mp4,mp4,video,video/mp4,14173504,confirmed
EFTA01683522,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683522.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683522,resolved,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01683522.mp4,mp4,video,video/mp4,9920120,confirmed
